"Season","Name","Team","Age","AVG","OBP","SLG","OPS","AB","H","R","HR","RBI","SB","Off","WAR","playerid"
"1986","Tony Pena","PIT","29",".288",".356",".406",".762","510","147","56","10","52","9","5.7","4.0","1010153"
"1993","Brian Harper","MIN","33",".304",".347",".425",".772","530","161","52","12","73","1","1.4","2.3","1005376"
"1969","Bill Freehan","DET","27",".262",".342",".405",".747","489","128","61","16","49","1","4.9","2.9","1004315"
"1973","Earl Williams","BAL","24",".237",".333",".425",".758","459","109","58","22","83","0","7.9","3.4","1013995"
"1981","Gary Carter","MON","27",".251",".313",".444",".756","374","94","48","16","68","1","3.8","3.9","1002015"
"2004","Mike Lieberthal","PHI","32",".271",".335",".447",".783","476","129","58","17","61","1","-7.6","1.5","959"
"2020","Yasmani Grandal","CHW","31",".230",".351",".422",".773","161","37","27","8","27","0","1.4","1.7","11368"
"1978","Gary Carter","MON","24",".255",".336",".422",".758","533","136","76","20","72","10","8.1","5.1","1002015"
"1984","Tony Pena","PIT","27",".286",".333",".425",".758","546","156","77","15","78","12","6.6","5.0","1010153"
"2006","Kenji Johjima","SEA","30",".291",".332",".451",".783","506","147","61","18","76","3","-0.3","2.8","5811"
"1990","Brian Harper","MIN","30",".294",".328",".432",".760","479","141","61","6","54","3","3.4","2.9","1005376"
"1995","Ivan Rodriguez","TEX","23",".303",".327",".449",".776","492","149","56","12","67","0","-4.2","3.0","1275"
"1973","Carlton Fisk","BOS","25",".246",".309",".441",".750","508","125","65","26","71","7","3.6","3.7","1004101"
"1981","Jim Sundberg","TEX","30",".277",".369",".366",".735","339","94","42","3","28","2","5.6","3.4","1012724"
"1983","Terry Kennedy","SDP","27",".284",".342",".434",".776","549","156","47","17","98","1","8.1","4.2","1006850"
"1986","Gary Carter","NYM","32",".255",".337",".439",".776","490","125","81","24","105","1","10.0","3.8","1002015"
"1996","Javy Lopez","ATL","25",".282",".322",".466",".788","489","138","56","23","69","1","-1.4","2.0","103"
"2009","Yadier Molina","STL","26",".293",".366",".383",".749","481","141","45","6","54","9","-3.7","5.1","7007"
"2020","Willson Contreras","CHC","28",".243",".356",".407",".763","189","46","37","7","26","1","2.1","1.6","11609"
"1978","Jim Sundberg","TEX","27",".278",".358",".380",".739","518","144","54","6","58","2","4.7","5.2","1012724"
"1996","Dan Wilson","SEA","27",".285",".330",".444",".774","491","140","51","18","83","1","-6.2","3.5","1102"
"1976","Butch Wynegar","MIN","20",".260",".356",".363",".719","534","139","58","10","69","0","8.6","3.6","1014308"
"1992","Brian Harper","MIN","32",".307",".343",".410",".753","502","154","58","9","73","0","2.8","2.3","1005376"
"1980","Jim Sundberg","TEX","29",".273",".353",".384",".737","505","138","59","10","63","2","5.2","3.2","1012724"
"2015","Stephen Vogt","OAK","30",".261",".341",".443",".783","445","116","58","18","71","0","4.7","1.8","5000"
"1982","Tony Pena","PIT","25",".296",".323",".435",".758","497","147","53","11","63","2","4.3","3.7","1010153"
"1974","Fran Healy","KCR","27",".252",".343",".375",".718","445","112","59","9","53","16","4.9","2.7","1005546"
"1986","Bob Brenly","SFG","32",".246",".350",".403",".752","472","116","60","16","62","10","7.7","2.8","1001386"
"1980","Rick Cerone","NYY","26",".277",".321",".432",".753","519","144","70","14","85","1","3.4","4.1","1002105"
"2016","J.T. Realmuto","MIA","25",".303",".343",".428",".771","509","154","60","11","48","12","8.4","2.1","11739"
"1978","Gary Alexander","- - -","25",".225",".304",".444",".748","498","112","57","27","84","0","3.6","1.8","1000123"
"1987","Carlton Fisk","CHW","39",".256",".321",".460",".782","454","116","68","23","71","1","-1.0","3.0","1004101"
"1991","Craig Biggio","HOU","25",".295",".358",".374",".731","546","161","79","4","46","19","9.9","3.5","549"
"1982","Ted Simmons","MIL","32",".269",".309",".451",".759","539","145","73","23","97","0","6.7","3.3","1011986"
"2012","Ryan Doumit","MIN","31",".275",".320",".461",".781","484","133","56","18","75","0","0.3","-1.2","2113"
"2017","J.T. Realmuto","MIA","26",".278",".332",".451",".783","532","148","68","17","65","8","6.5","4.4","11739"
"1981","Carlton Fisk","CHW","33",".263",".354",".361",".715","338","89","44","7","45","3","4.3","2.4","1004101"
"2019","Christian Vazquez","BOS","28",".276",".320",".477",".798","482","133","66","23","72","4","-3.0","3.5","9774"
"2012","Matt Wieters","BAL","26",".249",".329",".435",".764","526","131","67","23","83","3","-0.8","4.5","4298"
"2004","Paul Lo Duca","- - -","32",".286",".338",".421",".758","535","153","68","13","80","4","-6.7","2.2","662"
"2006","A.J. Pierzynski","CHW","29",".295",".333",".436",".769","509","150","65","16","64","1","-5.7","2.0","746"
"2006","Ivan Rodriguez","DET","34",".300",".332",".437",".769","547","164","74","13","69","8","-1.5","2.9","1275"
"1989","Craig Biggio","HOU","23",".257",".336",".402",".738","443","114","64","13","60","21","11.1","2.1","549"
"1997","Dan Wilson","SEA","28",".270",".326",".423",".749","508","137","66","15","74","7","-3.4","3.5","1102"
"1990","Todd Zeile","STL","24",".244",".333",".398",".731","495","121","62","15","57","2","0.2","2.5","457"
"1994","Terry Steinbach","OAK","32",".285",".327",".442",".768","369","105","51","11","57","2","-1.4","2.7","1012473"
"2007","Kenji Johjima","SEA","31",".287",".322",".433",".755","485","139","52","14","61","0","-6.1","2.5","5811"
"2007","Brian McCann","ATL","23",".270",".320",".452",".772","504","136","51","18","92","0","-10.4","1.5","4810"
"1969","Randy Hundley","CHC","27",".255",".334",".391",".725","522","133","67","18","64","2","-3.4","3.9","1006189"
"1982","Carlton Fisk","CHW","34",".267",".336",".403",".740","476","127","66","14","65","17","3.2","3.0","1004101"
"2008","Bengie Molina","SFG","33",".292",".322",".445",".767","530","155","46","16","95","0","-13.6","1.7","24"
"2000","Brad Ausmus","DET","31",".266",".357",".365",".722","523","139","75","7","51","11","-6.2","3.9","546"
"2013","Salvador Perez","KCR","23",".292",".323",".433",".757","496","145","48","13","79","0","1.4","3.5","7304"
"1997","Mike Lieberthal","PHI","25",".246",".314",".442",".755","455","112","59","20","77","3","-5.9","1.6","959"
"1971","Tim McCarver","PHI","29",".278",".337",".392",".730","474","132","51","8","46","5","1.7","1.9","1008378"
"1994","Dave Nilsson","MIL","24",".275",".326",".451",".777","397","109","51","12","69","1","-4.8","0.4","1009601"
"1979","Butch Wynegar","MIN","23",".270",".363",".351",".714","504","136","74","7","57","2","-3.9","4.2","1014308"
"1971","Ray Fosse","CLE","24",".276",".329",".397",".726","486","134","53","12","62","4","1.2","2.2","1004243"
"1981","Terry Kennedy","SDP","25",".301",".341",".385",".726","382","115","32","2","41","0","3.4","2.4","1006850"
"2009","A.J. Pierzynski","CHW","32",".300",".331",".425",".755","504","151","57","13","49","1","-8.9","2.2","746"
"2019","Wilson Ramos","NYM","31",".288",".351",".416",".768","473","136","52","14","73","1","-2.3","1.4","1433"
"2015","Brian McCann","NYY","31",".232",".320",".437",".756","465","108","68","26","94","0","0.2","2.8","4810"
"2005","Gregg Zaun","TOR","34",".251",".355",".373",".729","434","109","61","11","61","2","-2.9","2.0","580"
"2000","Jason Varitek","BOS","28",".248",".342",".388",".730","448","111","55","10","65","1","-10.1","1.5","217"
"1994","Benito Santiago","FLA","29",".273",".322",".424",".746","337","92","35","11","41","1","-3.8","2.2","1130"
"1971","Thurman Munson","NYY","24",".251",".335",".368",".703","451","113","71","10","42","6","3.6","3.5","1009334"
"2014","Kurt Suzuki","MIN","30",".288",".345",".383",".727","452","130","37","3","61","0","-2.6","-0.1","8259"
"1971","Johnny Bench","CIN","23",".238",".299",".423",".722","562","134","80","27","61","2","4.4","4.1","1000826"
"1972","Thurman Munson","NYY","25",".280",".343",".364",".707","511","143","54","7","46","6","8.2","3.5","1009334"
"2002","Benito Santiago","SFG","37",".278",".315",".450",".765","478","133","56","16","74","4","-4.2","2.2","1130"
"2018","Yadier Molina","STL","35",".261",".314",".436",".750","459","120","55","20","74","4","-0.6","2.5","7007"
"1984","Butch Wynegar","NYY","28",".267",".360",".342",".702","442","118","48","6","45","1","-0.6","2.7","1014308"
"1981","Bruce Benedict","ATL","25",".264",".341",".363",".704","295","78","26","5","35","1","-1.2","2.3","1000829"
"2008","Kurt Suzuki","OAK","24",".279",".346",".370",".716","530","148","54","7","42","2","-5.0","3.9","8259"
"1977","Butch Wynegar","MIN","21",".261",".344",".370",".715","532","139","76","10","79","2","-3.8","3.0","1014308"
"2016","Russell Martin","TOR","33",".231",".335",".398",".733","455","105","62","20","74","2","-1.3","3.6","4616"
"1979","Jim Sundberg","TEX","28",".275",".345",".368",".713","495","136","50","5","64","3","-3.5","3.4","1012724"
"1973","Fred Kendall","SDP","24",".282",".320",".396",".717","507","143","39","10","59","3","1.4","2.9","1006828"
"2000","Bengie Molina","ANA","25",".281",".318",".421",".739","473","133","59","14","71","1","-10.7","2.2","24"
"2002","Paul Lo Duca","LAD","30",".281",".330",".402",".731","580","163","74","10","64","3","-5.3","2.4","662"
"1975","Brian Downing","CHW","24",".240",".356",".324",".680","420","101","58","7","41","13","-0.8","3.0","1003451"
"2006","Jason Kendall","OAK","32",".295",".367",".342",".709","552","163","76","1","50","11","-6.4","2.9","993"
"1972","Manny Sanguillen","PIT","28",".298",".322",".404",".726","520","155","55","7","71","1","1.4","3.7","1011434"
"2018","Willson Contreras","CHC","26",".249",".339",".390",".730","474","118","50","10","54","4","-4.6","0.7","11609"
"1982","Keith Moreland","CHC","28",".261",".326",".399",".725","476","124","50","15","68","0","-4.5","0.4","1009161"
"1984","Lance Parrish","DET","28",".237",".287",".443",".730","578","137","75","33","98","2","-1.4","3.0","1010021"
"2009","Kurt Suzuki","OAK","25",".274",".313",".421",".734","570","156","74","15","88","8","-1.3","1.9","8259"
"1993","Ivan Rodriguez","TEX","21",".273",".315",".412",".727","473","129","56","10","66","8","-5.3","2.4","1275"
"2002","Jason Varitek","BOS","30",".266",".332",".392",".724","467","124","58","10","61","4","-7.3","1.9","217"
"1984","Jody Davis","CHC","27",".256",".315",".421",".736","523","134","55","19","94","5","-5.9","2.6","1003060"
"2002","Jason Kendall","PIT","28",".283",".350",".356",".706","545","154","59","3","44","15","-7.8","2.2","993"
"1986","Bo Diaz","CIN","33",".272",".327",".380",".707","474","129","50","10","56","1","-4.2","2.6","1003261"
"1982","Jim Sundberg","TEX","31",".251",".322",".383",".705","470","118","37","10","47","2","-3.9","2.9","1012724"
"1986","Rich Gedman","BOS","26",".258",".315",".424",".739","462","119","49","16","65","1","-5.7","3.2","1004592"
"1986","Jody Davis","CHC","29",".250",".300",".428",".728","528","132","61","21","74","0","-7.2","4.2","1003060"
"1981","Lance Parrish","DET","25",".244",".311",".394",".704","348","85","39","10","46","2","-0.4","2.2","1010021"
"1990","Craig Biggio","HOU","24",".276",".342",".348",".689","555","153","53","4","42","25","-0.8","3.1","549"
"1978","Thurman Munson","NYY","31",".297",".332",".373",".705","617","183","73","6","71","2","-1.4","3.0","1009334"
"1990","B.J. Surhoff","MIL","25",".276",".331",".376",".706","474","131","55","6","59","18","-0.7","1.9","117"
"2017","Yadier Molina","STL","34",".273",".312",".439",".751","501","137","60","18","82","9","-8.8","2.3","7007"
"2004","A.J. Pierzynski","SFG","27",".272",".319",".410",".729","471","128","45","11","77","0","-17.4","0.5","746"
"2013","Russell Martin","PIT","30",".226",".327",".377",".703","438","99","51","15","55","9","-0.2","5.4","4616"
"2007","Bengie Molina","SFG","32",".276",".298",".433",".731","497","137","38","19","81","0","-16.4","1.0","24"
"2008","A.J. Pierzynski","CHW","31",".281",".312",".416",".728","534","150","66","13","60","1","-16.0","1.2","746"
"2014","Dioner Navarro","TOR","30",".274",".317",".395",".712","481","132","40","12","69","3","-3.8","-0.6","3179"
"2003","Paul Lo Duca","LAD","31",".273",".335",".377",".712","568","155","64","7","52","0","-12.0","2.6","662"
"1973","Manny Sanguillen","PIT","29",".282",".301",".411",".712","589","166","64","12","65","2","-5.0","2.7","1011434"
"2001","Ramon Hernandez","OAK","25",".254",".316",".408",".724","453","115","55","15","60","1","-6.0","2.7","918"
"1985","Bob Brenly","SFG","31",".220",".311",".391",".702","440","97","41","19","56","1","-1.6","0.9","1001386"
"2013","A.J. Pierzynski","TEX","36",".272",".297",".425",".722","503","137","48","17","70","1","-11.1","0.3","746"
"1987","Lance Parrish","PHI","31",".245",".313",".399",".712","466","114","42","17","67","0","-9.9","1.3","1010021"
"1987","Mike Scioscia","LAD","28",".265",".343",".364",".707","461","122","44","6","38","7","-4.9","2.7","1011667"
"1987","Bo Diaz","CIN","34",".270",".300",".421",".722","496","134","49","15","82","1","-10.2","2.7","1003261"
"1974","Thurman Munson","NYY","27",".261",".316",".381",".697","517","135","64","13","60","2","-1.2","2.3","1009334"
"2005","Ivan Rodriguez","DET","33",".276",".290",".444",".735","504","139","71","14","50","7","-4.1","3.2","1275"
"2008","Ramon Hernandez","BAL","32",".257",".308",".406",".714","463","119","49","15","65","0","-13.5","0.8","918"
"1969","Tom Haller","LAD","32",".263",".337",".357",".694","445","117","46","6","39","0","-1.7","2.2","1005244"
"2013","Ryan Doumit","MIN","32",".247",".314",".396",".710","485","120","49","14","55","1","-4.9","-1.4","2113"
"1969","Tim McCarver","STL","27",".260",".323",".365",".688","515","134","46","7","51","4","-8.3","1.8","1008378"
"2015","Derek Norris","SDP","26",".250",".305",".404",".709","515","129","65","14","62","4","-2.4","3.8","6867"
"1991","Benito Santiago","SDP","26",".267",".296",".403",".700","580","155","60","17","87","8","-8.1","2.6","1130"
"2007","A.J. Pierzynski","CHW","30",".263",".309",".403",".712","472","124","54","14","50","1","-18.6","0.8","746"
"2009","Russell Martin","LAD","26",".250",".352",".329",".680","505","126","63","7","53","11","-12.3","3.1","4616"
"1985","Jody Davis","CHC","28",".232",".300",".400",".700","482","112","47","17","58","1","-7.7","2.4","1003060"
"1991","B.J. Surhoff","MIL","26",".289",".319",".372",".691","505","146","57","5","68","5","-7.8","1.4","117"
"1980","Butch Wynegar","MIN","24",".255",".339",".335",".675","486","124","61","5","57","3","-10.3","2.7","1014308"
"2009","Bengie Molina","SFG","34",".265",".285",".442",".727","491","130","52","20","80","0","-16.2","0.6","24"
"2007","Ivan Rodriguez","DET","35",".281",".294",".420",".714","502","141","50","11","63","2","-14.5","1.5","1275"
"2001","Jason Kendall","PIT","27",".266",".335",".358",".693","606","161","84","10","53","13","-19.0","0.3","993"
"2016","Salvador Perez","KCR","26",".247",".288",".438",".725","514","127","57","22","64","0","-11.2","0.3","7304"
"2001","Ben Davis","SDP","24",".239",".337",".357",".694","448","107","56","11","57","4","-8.8","1.9","1074"
"2014","Miguel Montero","ARI","30",".243",".329",".370",".699","489","119","40","13","72","0","-12.3","3.3","3364"
"1994","Rick Wilkins","CHC","27",".227",".317",".387",".703","313","71","44","7","39","4","-9.1","1.1","1013960"
"1974","Manny Sanguillen","PIT","30",".287",".313",".371",".684","596","171","77","7","68","2","-7.1","2.7","1011434"
"2018","Tucker Barnhart","CIN","27",".248",".328",".372",".699","460","114","50","10","46","0","-11.5","-0.4","10200"
"2014","Brian McCann","NYY","30",".232",".286",".406",".692","495","115","57","23","75","0","-6.8","3.7","4810"
"2016","Stephen Vogt","OAK","31",".251",".305",".406",".711","490","123","54","14","56","0","-4.9","0.3","5000"
"1990","Tony Pena","BOS","33",".263",".322",".348",".670","491","129","62","7","56","8","-11.1","1.5","1010153"
"1992","Joe Oliver","CIN","26",".270",".316",".388",".704","485","131","42","10","57","2","-7.4","2.1","1009778"
"2005","Jason Kendall","OAK","31",".271",".345",".321",".666","601","163","70","0","53","8","-11.3","1.8","993"
"2018","Salvador Perez","KCR","28",".235",".274",".439",".713","510","120","52","27","80","1","-12.8","0.4","7304"
"2014","Salvador Perez","KCR","24",".260",".289",".403",".692","578","150","57","17","70","1","-9.0","2.0","7304"
"1992","Pat Borders","TOR","29",".242",".290",".385",".676","480","116","47","13","53","1","-9.0","1.1","1068"
"1984","Mike Heath","OAK","29",".248",".287",".396",".682","475","118","49","13","64","7","-5.8","1.9","1005564"
"2011","John Buck","FLA","30",".227",".316",".367",".683","466","106","41","16","57","0","-9.8","0.3","2041"
"2013","Matt Wieters","BAL","27",".235",".287",".417",".704","523","123","59","22","79","2","-10.4","2.0","4298"
"2011","Kurt Suzuki","OAK","27",".237",".301",".385",".686","460","109","54","14","44","2","-9.1","1.0","8259"
"2010","A.J. Pierzynski","CHW","33",".270",".300",".388",".688","474","128","43","9","56","3","-18.1","1.1","746"
"1973","Bob Boone","PHI","25",".261",".311",".365",".675","521","136","42","10","61","3","-12.7","2.1","1001183"
"2015","Salvador Perez","KCR","25",".260",".280",".426",".706","531","138","52","21","70","1","-15.3","0.8","7304"
"1991","Tom Pagnozzi","STL","28",".264",".319",".351",".670","459","121","38","2","57","9","-10.0","3.4","1009960"
"1979","John Stearns","NYM","27",".243",".312",".355",".667","538","131","58","9","66","15","-13.5","1.3","1012446"
"2010","Yadier Molina","STL","27",".262",".329",".342",".671","465","122","34","6","62","8","-15.7","5.0","7007"
"1995","Joe Girardi","COL","30",".262",".308",".359",".667","462","121","63","8","55","3","-30.4","-0.7","280"
"1988","Tony Pena","STL","31",".263",".308",".372",".680","505","133","55","10","51","6","-5.9","2.3","1010153"
"1988","Gary Carter","NYM","34",".242",".301",".358",".659","455","110","39","11","46","0","-3.4","1.0","1002015"
"1993","Benito Santiago","FLA","28",".230",".291",".380",".671","469","108","49","13","50","10","-14.4","0.6","1130"
"1987","Gary Carter","NYM","33",".235",".290",".392",".682","523","123","55","20","83","0","-11.8","1.4","1002015"
"1987","Terry Kennedy","BAL","31",".250",".299",".385",".684","512","128","51","18","62","1","-14.4","1.7","1006850"
"1972","Ray Fosse","CLE","25",".241",".312",".354",".666","457","110","42","10","41","5","-5.1","1.7","1004243"
"2010","Kurt Suzuki","OAK","26",".242",".303",".366",".669","495","120","55","13","71","3","-11.7","1.2","8259"
"1983","Bo Diaz","PHI","30",".236",".295",".367",".662","471","111","49","15","64","1","-12.1","1.6","1003261"
"1998","Charles Johnson","- - -","26",".218",".289",".381",".670","459","100","44","19","58","0","-13.5","1.7","523"
"2012","Jesus Montero","SEA","22",".260",".298",".386",".685","515","134","46","15","62","0","-12.7","-1.4","5514"
"1975","Steve Yeager","LAD","26",".228",".298",".347",".646","452","103","34","12","54","2","-12.1","1.9","1014332"
"1985","Terry Kennedy","SDP","29",".261",".301",".372",".673","532","139","54","10","74","0","-9.4","2.9","1006850"
"2008","Jason Kendall","MIL","34",".246",".327",".324",".651","516","127","46","2","49","8","-16.7","1.9","993"
"1982","Bob Boone","CAL","34",".256",".310",".337",".647","472","121","42","7","58","0","-14.1","3.2","1001183"
"1979","Rick Cerone","TOR","25",".239",".294",".358",".652","469","112","47","7","61","1","-19.0","0.5","1002105"
"1979","Jeff Newman","OAK","30",".231",".267",".399",".666","516","119","53","22","71","2","-13.5","0.6","1009543"
"1972","Dave Rader","SFG","23",".259",".306",".333",".640","459","119","44","6","41","1","-10.8","1.5","1010636"
"1973","Dave Rader","SFG","24",".229",".326",".338",".664","462","106","59","9","41","0","-14.9","0.4","1010636"
"1977","Manny Sanguillen","OAK","33",".275",".302",".354",".656","571","157","42","6","58","2","-15.0","0.4","1011434"
"2014","Jason Castro","HOU","27",".222",".286",".366",".651","465","103","43","14","56","1","-7.5","2.2","8722"
"1993","Pat Borders","TOR","30",".254",".285",".371",".656","488","124","38","9","55","2","-18.4","-0.2","1068"
"2009","Jason Kendall","MIL","35",".241",".331",".305",".636","452","109","48","2","43","7","-18.3","0.5","993"
"1973","Ray Fosse","OAK","26",".256",".291",".354",".644","492","126","37","7","52","2","-10.2","2.6","1004243"
"1993","Joe Oliver","CIN","27",".239",".276",".384",".659","482","115","40","14","75","0","-18.5","1.2","1009778"
"2001","Benito Santiago","SFG","36",".262",".295",".369",".664","477","125","39","6","45","5","-18.2","0.7","1130"
"1981","Ted Simmons","MIL","31",".216",".262",".376",".638","380","82","45","14","61","0","-7.0","0.5","1011986"
"1992","Tom Pagnozzi","STL","29",".249",".290",".359",".649","485","121","33","7","44","2","-13.1","1.2","1009960"
"1988","Benito Santiago","SDP","23",".248",".282",".362",".643","492","122","49","10","46","15","-8.8","3.2","1130"
"1970","John Bateman","MON","29",".237",".275",".383",".658","520","123","51","15","68","8","-21.1","1.6","1000653"
"1994","Brad Ausmus","SDP","25",".251",".314",".358",".672","327","82","45","7","24","5","-14.0","0.3","546"
"2015","Yadier Molina","STL","32",".270",".310",".350",".660","488","132","34","4","61","3","-13.6","2.4","7007"
"1992","B.J. Surhoff","MIL","27",".252",".314",".321",".635","480","121","63","4","62","14","-14.6","1.7","117"
"1983","Bob Boone","CAL","35",".256",".289",".353",".641","468","120","46","9","52","4","-15.5","1.8","1001183"
"1969","Johnny Edwards","HOU","31",".232",".306",".333",".639","496","115","52","6","50","2","-13.0","1.9","1003689"
"1978","Butch Wynegar","MIN","22",".229",".307",".308",".616","454","104","36","4","45","1","-15.2","1.5","1014308"
"1985","Tony Pena","PIT","28",".249",".284",".361",".645","546","136","53","10","59","12","-16.6","2.5","1010153"
"2001","Michael Barrett","MON","24",".250",".289",".367",".655","472","118","42","6","38","2","-24.8","-1.2","762"
"1980","Bob Boone","PHI","32",".229",".299",".338",".637","480","110","34","9","55","3","-17.3","0.8","1001183"
"1985","Bob Boone","CAL","37",".248",".306",".317",".623","460","114","37","5","55","1","-17.1","2.2","1001183"
"1984","Terry Kennedy","SDP","28",".240",".284",".353",".637","530","127","54","14","57","1","-14.8","0.8","1006850"
"1981","John Wathan","KCR","31",".252",".298",".312",".611","301","76","24","1","19","11","-8.9","-0.4","1013666"
"1972","Dick Billings","TEX","29",".254",".296",".322",".618","469","119","41","5","58","1","-10.3","0.6","1000968"
"1971","John Bateman","MON","30",".242",".273",".350",".623","492","119","34","10","56","1","-15.8","0.6","1000653"
"1991","Tony Pena","BOS","34",".231",".291",".321",".612","464","107","45","5","48","8","-20.1","0.7","1010153"
"1974","Bob Boone","PHI","26",".242",".295",".322",".617","488","118","41","3","52","3","-20.1","0.2","1001183"
"1976","Fred Kendall","SDP","27",".246",".302",".296",".598","456","112","30","2","39","1","-13.4","1.4","1006828"
"2011","Miguel Olivo","SEA","32",".224",".253",".388",".641","477","107","54","19","62","6","-13.5","-2.0","1638"
"2007","Jason Kendall","- - -","33",".242",".301",".309",".610","466","113","45","3","41","3","-26.7","-0.7","993"
"1988","B.J. Surhoff","MIL","23",".245",".292",".318",".611","493","121","47","5","38","21","-18.5","0.8","117"
"1970","Johnny Edwards","HOU","32",".221",".299",".319",".618","458","101","46","7","49","1","-23.4","0.7","1003689"
"2003","Brad Ausmus","HOU","34",".229",".303",".291",".594","450","103","43","4","47","5","-29.9","0.2","546"
"1986","Bob Boone","CAL","38",".222",".287",".305",".593","442","98","48","7","49","1","-21.7","2.0","1001183"
"2015","Wilson Ramos","WSN","27",".229",".258",".358",".616","475","109","41","15","68","0","-23.7","-0.5","1433"
"1975","Jim Sundberg","TEX","24",".199",".283",".256",".539","472","94","45","6","36","3","-25.5","1.4","1012724"
"1994","Matt Walbeck","MIN","24",".204",".246",".284",".530","338","69","31","5","35","1","-32.3","-0.7","501"
